,source,dest,cost,time
2084,source-29,J251 (TIPL NC),1454.16,2.86
2085,source-29,J25C (TIPL SE),1454.16,2.86
2086,source-29,J25D (TIPL NORTH),2181.24,4.29
2087,source-29,J300 (UTE),727.08,1.43
2088,source-29,A6,727.08,1.43
2089,source-29,A7,1454.16,2.86
2090,source-29,source-28,1454.16,2.86
2091,source-29,source-29,727.08,1.43
2092,source-30,J010 (CEL HK),727.08,1.43
2093,source-30,J016 (CEL NANNING),727.08,1.43
2094,source-30,J018 (CEL HAINAN),727.08,1.43
2095,source-30,J021 (CEL SHUNDE),727.08,1.43
2096,source-30,J022 (CEL XIAMEN),1454.16,2.86
2097,source-30,J050 (LAO-METRO),727.08,1.43
2098,source-30,J0AA (CEL JIANGXI),1454.16,2.86
2099,source-30,J121 (SIME DARBY CEL),1454.16,2.86
2100,source-30,J440 (LEI SHING HONG),727.08,1.43
2101,source-30,J490 (ECI-METRO),727.08,1.43
2102,source-30,J520 (MSP TRACTORS),1454.16,2.86
2103,source-30,V234 (TIGER MACHINERY),1454.16,2.86
2104,source-30,V237 (TIGER MACHINERY),727.08,1.43
2105,source-30,V262 (VOSTOCHNAYA TEC),2908.32,5.72
2106,source-30,V266 (VOSTOCHNAYA TEC),2908.32,5.72
2107,source-30,E11,2908.32,5.72
2108,source-30,A3,1454.16,2.86
2109,source-30,A4,727.08,1.43
2110,source-30,A8,2181.24,4.29
2111,source-30,A9,2181.24,4.29
2112,source-30,A12,2181.24,4.29
2113,source-30,source-30,727.08,1.43
2114,source-30,source-32,2181.24,4.29
2115,source-31,J210 (P.T.T.U.),727.08,1.43
2116,source-31,A5,727.08,1.43
2117,source-31,source-31,727.08,1.43
2118,source-32,J010 (CEL HK),1454.16,2.86
2119,source-32,J016 (CEL NANNING),1454.16,2.86
2120,source-32,J018 (CEL HAINAN),1454.16,2.86
2121,source-32,J021 (CEL SHUNDE),727.08,1.43
2122,source-32,J022 (CEL XIAMEN),727.08,1.43
2123,source-32,J050 (LAO-METRO),1454.16,2.86
2124,source-32,J080 (HAE IN CORP.),1454.16,2.86
2125,source-32,J0AA (CEL JIANGXI),727.08,1.43
2126,source-32,J121 (SIME DARBY CEL),1454.16,2.86
2127,source-32,J440 (LEI SHING HONG),1454.16,2.86
2128,source-32,J490 (ECI-METRO),1454.16,2.86
2129,source-32,J540 (WESTRAC CHINA),1454.16,2.86
2130,source-32,J560 (CAPITAL MACHINE),727.08,1.43
2131,source-32,V234 (TIGER MACHINERY),727.08,1.43
2132,source-32,V237 (TIGER MACHINERY),727.08,1.43
2133,source-32,E11,2181.24,4.29
2134,source-32,A3,727.08,1.43
2135,source-32,A4,1454.16,2.86
2136,source-32,A8,2908.32,5.72
2137,source-32,A9,2908.32,5.72
2138,source-32,A12,1454.16,2.86
2139,source-32,source-30,2181.24,4.29
2140,source-32,source-32,727.08,1.43
2141,source-33,T010 (WM ADAMS),2181.24,4.29
2142,source-33,T070 (CAVILL POWER),1454.16,2.86
2143,source-33,T080 (WESTRAC),727.08,1.43
2144,source-33,Z5,727.08,1.43
2145,source-33,Z7,2181.24,4.29
2146,source-33,source-33,727.08,1.43
2147,source-34,W220 (SHIKOKUKIKI),727.08,1.43
2148,source-34,W230 (SHIKOKU CONST),727.08,1.43
2149,source-34,W310 (CAT KYUSHU),727.08,1.43
2150,source-34,W611 (CAT EAST JAPAN),1454.16,2.86
2151,source-34,W670 (CAT TOHOKU),1454.16,2.86
2152,source-34,W720 (CAT WEST JAPAN),727.08,1.43
2153,source-34,V234 (TIGER MACHINERY),727.08,1.43
2154,source-34,V237 (TIGER MACHINERY),727.08,1.43
2155,source-34,E11,2181.24,4.29
2156,source-34,A1,1454.16,2.86
2157,source-34,A2,727.08,1.43
2158,source-34,A12,1454.16,2.86
2159,source-34,source-34,727.08,1.43
2160,source-34,source-35,1454.16,2.86
2161,source-35,W220 (SHIKOKUKIKI),1454.16,2.86
2162,source-35,W230 (SHIKOKU CONST),1454.16,2.86
2163,source-35,W310 (CAT KYUSHU),1454.16,2.86
2164,source-35,W611 (CAT EAST JAPAN),727.08,1.43
2165,source-35,W670 (CAT TOHOKU),727.08,1.43
2166,source-35,W720 (CAT WEST JAPAN),1454.16,2.86
2167,source-35,A1,727.08,1.43
2168,source-35,A2,1454.16,2.86
2169,source-35,source-34,1454.16,2.86
2170,source-35,source-35,727.08,1.43
2171,source-36,T010 (WM ADAMS),727.08,1.43
2172,source-36,T070 (CAVILL POWER),1454.16,2.86
2173,source-36,T080 (WESTRAC),2908.32,5.72
2174,source-36,T120 (WESTRAC NSW),1454.16,2.86
2175,source-36,Z2,1454.16,2.86
2176,source-36,Z3,727.08,1.43
2177,source-36,source-36,727.08,1.43
2178,source-36,source-37,2181.24,4.29
2179,source-36,source-38,1454.16,2.86
2180,source-37,T030 (HASTINGS (AU)),727.08,1.43
2181,source-37,T040 (HASTINGS (PNG)),2181.24,4.29
2182,source-37,T080 (WESTRAC),2908.32,5.72
2183,source-37,T120 (WESTRAC NSW),1454.16,2.86
2184,source-37,Z1,727.08,1.43
2185,source-37,Z2,1454.16,2.86
2186,source-37,Z7,2181.24,4.29
2187,source-37,source-36,2181.24,4.29
2188,source-37,source-37,727.08,1.43
2189,source-37,source-38,1454.16,2.86
2190,source-38,T010 (WM ADAMS),1454.16,2.86
2191,source-38,T030 (HASTINGS (AU)),1454.16,2.86
2192,source-38,T080 (WESTRAC),2908.32,5.72
2193,source-38,T120 (WESTRAC NSW),727.08,1.43
2194,source-38,Z1,1454.16,2.86
2195,source-38,Z2,727.08,1.43
2196,source-38,Z3,1454.16,2.86
2197,source-38,source-36,1454.16,2.86
2198,source-38,source-37,1454.16,2.86
2199,source-38,source-38,727.08,1.43
2200,source-39,T210 (GOUGH AND HAMER),727.08,1.43
2201,source-39,Z4,727.08,1.43
2202,source-39,source-39,727.08,1.43
2203,source-39,source-40,727.08,1.43
2204,source-40,J010 (CEL HK),1454.16,2.86
2205,source-40,J016 (CEL NANNING),1454.16,2.86
2206,source-40,J018 (CEL HAINAN),1454.16,2.86
2207,source-40,J021 (CEL SHUNDE),1454.16,2.86
2208,source-40,J022 (CEL XIAMEN),2181.24,4.29
2209,source-40,J050 (LAO-METRO),1454.16,2.86
2210,source-40,J0AA (CEL JIANGXI),2181.24,4.29
2211,source-40,J121 (SIME DARBY CEL),2181.24,4.29
2212,source-40,J440 (LEI SHING HONG),1454.16,2.86
2213,source-40,J490 (ECI-METRO),1454.16,2.86
2214,source-40,J520 (MSP TRACTORS),2181.24,4.29
2215,source-40,V234 (TIGER MACHINERY),2181.24,4.29
2216,source-40,V237 (TIGER MACHINERY),1454.16,2.86
2217,source-40,A8,727.08,1.43
2218,source-40,A9,2181.24,4.29
